,texts,labels
20601,Slowly the light grew.,
20602,Suddenly a sense of urgency which he did not understand came to Sam.,
20603,"It was almost as if he had been called: ‘Now, now, or it will be too late!’ He braced himself and got up.",
20604,Frodo also seemed to have felt the call.,
20605,"He struggled to his knees.‘I’ll crawl, Sam,’ he gasped.So foot by foot, like small grey insects, they crept up the slope.They came to the path and found that it was broad, paved with broken rubble and", beaten ash.
20606,"Frodo clambered on to it, and then moved as if by some compulsion he turned slowly to face the East.Far off the shadows of Sauron hung; but torn by some gust of wind out of the world, or else moved by"," some great disquiet within, the mantling clouds swirled, and for a moment drew aside; and then he saw, rising black, blacker and darker than the vast shades amid which it stood, the cruel pinnacles and iron crown of the topmost tower of Barad-duˆr."
20607,"One moment only it stared out, but as from some great window immeasurably high there stabbed northward a flame of red, the flicker of a piercing Eye; and then the shadows were furled again and the ter",rible vision was removed.
20608,"The Eye was not turned to them: it was gazing north to where the Captains of the West stood at bay, and thither all its malice was now bent, as the Power moved to strike itsdeadlyblow;butFrodoatthatdr",eadfulglimpsefellasonestricken
20609,"pering: ‘Help me, Sam!",
20610,"Help me, Sam!",
20611,Hold my hand!,
20612,"I can’t stop it.’ Sam took his master’s hands and laid them together, palm to palm, and kissed them; and then he held them gently between his own.",
20613,The thought came suddenly to him: ‘He’s spotted us!,
20614,"It’s all up, or it soon will be.",
20615,"Now, Sam Gamgee, this is the end of ends.’ Again he lifted Frodo and drew his hands down to his own breast, letting his master’s legs dangle.",
20616,Then he bowed his head and struggled off along the climbing road.,
20617,It was not as easy a way to take as it had looked at first.,
20618,"By fortune the fires that had poured forth in the great turmoils when Sam stood upon Cirith Ungol had flowed down mainly on the southern and western slopes, and the road on this side was not blocked.",
20619,Yet in many places it had crumbled away or was crossed by gaping rents.,
20620,After climbing eastward for some time it bent back upon itself at a sharp angle and went westward for a space.There at the bend it was cut deep through a crag of old weathered stone once long ago vomi,ted from the Mountain’s furnaces.
20621,"Panting under his load Sam turned the bend; and even as he did so, out of the corner of his eye, he had a glimpse of something falling from the crag, like a small piece of black stone that had toppled"," off as he passed.A sudden weight smote him and he crashed forward, tearing the backs of his hands that still clasped his master’s."
20622,"Then he knew what had happened, for above him as he lay he heard a hated voice.‘Wicked masster!’ it hissed.",
20623,"‘Wicked masster cheats us; cheats Sme´agol, gollum.",
20624,He musstn’t go that way.,
20625,He musstn’t hurt Pre- ciouss.,
20626,"Give it to Sme´agol, yess, give it to us!",
20627,Give it to uss!’ With a violent heave Sam rose up.,
20628,At once he drew his sword; but he could do nothing.,
20629,"Gollum and Frodo were locked together.Gollum was tearing at his master, trying to get at the chain and the Ring.",
20630,"This was probably the only thing that could have roused the dying embers of Frodo’s heart and will: an attack, an attempt to wrest his treasure from him by force.",
20631,"He fought back with a sudden fury that amazed Sam, and Gollum also.",
20632,"Even so things might have gone far otherwise, if Gollum himself had remained unchanged; but whatever dreadful paths, lonely and hungry and waterless, he had trodden, driven by a devouring desire and a"," terrible fear, they had left grievous marks on him."
20633,"He was a lean, starved, haggard thing, all bones and tight-drawn sallow skin.",
20634,"A wild light flamed in his eyes, but his malice was no longer matched by his old griping strength.Frodo flung him off and rose up quivering.‘Down, down!’ he gasped, clutching his hand to his breast, s",o that beneath the cover of his leather shirt he clasped the Ring.
20635,"‘Down,",
20636,"Then suddenly, as before under the eaves of the Emyn Muil, Sam saw these two rivals with other vision.",
20637,"A crouching shape, scarcely more than the shadow of a living thing, a creature now wholly ruined and defeated, yet filled with a hideous lust and rage; and before it stood stern, untouchable now by pi","ty, a figure robed in white, but at its breast it held a wheel of fire."
20638,"Out of the fire there spoke a commanding voice.‘Begone, and trouble me no more!",
20639,"If you touch me ever again, you shall be cast yourself into the Fire of Doom.’ The crouching shape backed away, terror in its blinking eyes, and yet at the same time insatiable desire.Then the vision ","passed and Sam saw Frodo standing, hand on breast, his breath coming in great gasps, and Gollum at his feet, resting on his knees with his wide-splayed hands upon the ground.‘Look out!’ cried Sam."
20640,"‘He’ll spring!’ He stepped forward, bran- dishing his sword.",
20641,"‘Quick, Master!’ he gasped.",
20642,‘Go on!,
20643,Go on!,
20644,No time to lose.,
20645,I’ll deal with him.,
20646,Go on!’ Frodo looked at him as if at one now far away.,
20647,"‘Yes, I must go on,’ he said.",
20648,"‘Farewell, Sam!",
20649,This is the end at last.,
20650,On Mount Doom doom shall fall.,
20651,"Farewell!’ He turned and went on, walking slowly but erect, up the climbing path.‘Now!’ said Sam.",
20652,‘At last I can deal with you!’ He leaped forward with drawn blade ready for battle.,
20653,But Gollum did not spring.,
20654,"He fell flat upon the ground and whimpered.‘Don’t kill us,’ he wept.",
20655,‘Don’t hurt us with nassty cruel steel!,
